variable,mean(|SHAP|),gain,cover
WKENDOUT_4.0,0.0016066816169768572,4.404080722222222,4309.792037411111
HLTHCVR1_5.0,0.0015760971000418067,3.357976423,8247.57226988
TETANUS1_2.0,0.0015710920561105013,2.873559475090909,5757.729499527273
CSRVCLIN,0.0015058572171255946,3.4852931500000004,5611.888965408
WKDAYOUT_1.0,0.0014899538364261389,2.52366451082353,4724.750206820588
USEMRJN2_4.0,0.001463649095967412,2.4301126033333333,29236.0065
SUNPRTCT_2.0,0.0014585362514480948,2.464432174933333,4059.085830818001
RSNMRJN1_3.0,0.0014541184064000845,2.4082840951428572,7731.148446085715
WKENDOUT_5.0,0.0013864486245438457,3.1821278084999998,6005.54676883
WKENDOUT_2.0,0.0013694625813513994,1.656189396625,10163.20431757
SLEPBRTH,0.0013682082062587142,3.219169890666666,16800.168214066667
IMFVPLAC_4.0,0.0013581531820818782,3.6473433572222222,5877.4689583888885
_STATE_54.0,0.001303864293731749,3.8407649264285717,1573.8885641178572
DELAYME1_3.0,0.0013025334337726235,3.303999601875,10090.44115275
RCSRLTN2_4.0,0.0012886245967820287,1.5157455203333334,16332.992318333336
_STATE_47.0,0.001283561927266419,1.94017554825,8864.393760545001
WKDAYOUT_4.0,0.0012654203455895185,3.90608069275,9750.5033265
LCSCTSCN_1.0,0.0012450863141566515,3.4780598298181817,7097.533735250909
LENGEXAM_2.0,0.0011915188515558839,4.472709887857143,4454.636321285714
_STATE_34.0,0.0011821656953543425,2.1687504345,13597.983335
CSRVINST,0.0011691070394590497,1.5872485657,6366.78513215
RCSRLTN2_6.0,0.001162203960120678,3.0814025262500007,5486.3536225
LENGEXAM_4.0,0.0011621442390605807,2.041243317636364,14355.719904545454
RSNMRJN1_1.0,0.001153601799160242,3.2349505279999997,6090.106823200001
SEATBELT_8.0,0.0011408604914322495,2.6985035477,8656.5977799
WKDAYOUT_2.0,0.0011223158799111843,3.647228241428571,3653.3012805428566
LSTCOVRG_4.0,0.0011198136489838362,3.2466355675000003,12014.695303938
LENGEXAM_5.0,0.0010633488418534398,3.452971954555556,4743.5128925555555
CNCRTYP1_1.0,0.0010572150349617004,2.9192750485333336,10796.716161987777
HPVADVC2_1.0,0.0010465242667123675,2.696840465,14728.1862275
_CRACE1_5.0,0.0010134426411241293,4.493075542000001,15483.516132625
CNCRTYP1_22.0,0.0009694216423667967,2.59105382,8683.059610498
CNCRDIFF_2.0,0.0009648689883761108,3.5127968476000007,8700.00493248
_CRACE1_4.0,0.0009604673832654953,2.3425368234285715,12420.362639999998
WKENDOUT_7.0,0.000930799578782171,2.0586358452499995,9465.625548765
LENGEXAM_3.0,0.0009198439074680209,2.296700432,11092.668351999999
WKENDOUT_6.0,0.0008946910384111106,3.548830357142857,7546.784865828571
CNCRTYP1_21.0,0.0008849113364703953,3.296661982571429,11602.024326671428
USEMRJN2_2.0,0.0008635814301669598,2.528584456,9700.81231
CSRVINSR,0.0008527180179953575,3.3980694906,8198.656485626
HLTHCVR1_6.0,0.0008458675583824515,5.55619610142857,12870.914325714286
EDUCA_1.0,0.0008400746737606823,3.006072495785713,9161.344205107143
HPVADSHT_3.0,0.0008364557288587093,1.7549689115,14904.1816
WKENDOUT_3.0,0.0008000931702554226,2.5830300929999996,2795.7487775110008
SUNPRTCT_4.0,0.0007819447200745344,3.3474269664999996,9486.98609525
DELAYME1_1.0,0.0007755265105515718,1.5654836398333332,21881.4593
TRNSGNDR_2.0,0.0007691201171837747,2.1828702522857144,11318.811365714286
CSRVPAIN,0.0007145925192162395,1.6418917049999997,12873.38161447857
CSRVTRT2_5.0,0.0007100796792656183,2.7573962044285714,10808.0568962
TRNSGNDR_1.0,0.0007055954192765057,2.719456196111111,10407.217076666666
LSTCOVRG_5.0,0.000660538615193218,1.9697871599999999,10839.389221166666
USEMRJN2_6.0,0.00064232072327286,1.3190973884,25834.322259999997
_BMI5CAT_4.0,0.0006389349000528455,1.888213217826087,4.780424282173913
LSTCOVRG_3.0,0.0006006333860568702,2.199059765,10360.228683333333
RCSRLTN2_3.0,0.0005886325961910188,1.98891013775,13854.40233425
LSTCOVRG_1.0,0.0005704867071472108,1.8767222171666662,13295.071698333333
HLTHCVR1_8.0,0.0005510679329745471,1.792758710875,19912.559915
CNCRDIFF_3.0,0.0005189938237890601,1.796479412,20508.3793
CSRVTRT2_1.0,0.00046208302956074476,3.427637146,8058.339483074002
DELAYME1_4.0,0.0004541733942460269,1.6540063619999998,16758.289398
CNCRTYP1_30.0,0.00045239870087243617,1.109957338,21959.8286
WKDAYOUT_6.0,0.000421360571635887,3.5096594105,9327.285885000001
CDSOCIAL_4.0,0.00039729615673422813,1.6322442607499998,25776.537374999996
SUNPRTCT_6.0,0.00038014177698642015,1.1863829972,17110.753781999996
LSTCOVRG_2.0,0.0003700097731780261,1.4433313315,14284.70384
CSRVDOC1_1.0,0.00036183884367346764,1.522202312,27050.87043333333
LASTSMK2_8.0,0.00033475467353127897,2.572332297,8670.17739
CNCRDIFF_1.0,0.0003282026736997068,2.10506058,1017.1798866333332
CDASSIST_5.0,0.0003242946695536375,2.4034791,17923.2832
PCPSADE1_3.0,0.0003087503428105265,4.03620746675,12398.257875250001
CSRVDOC1_9.0,0.0002898983657360077,1.5291717843333335,30009.419933333334
CDHOUSE_5.0,0.0002881699474528432,3.731871098,15934.748309999999
TRNSGNDR_3.0,0.00028201527311466634,2.3404304525,17040.246075
CNCRTYP1_19.0,0.0002768171834759414,0.9970015096666667,12131.471149433331
CNCRTYP1_24.0,0.0002727897954173386,1.338416877,24301.0586
HPVADSHT_2.0,0.0002476235677022487,1.15617013,29274.3145
CSRVDEIN,0.00024344699340872467,2.74916724,4690.30824185
CDHOUSE_3.0,0.00024217762984335423,1.4011475725,17977.946775
CSRVDOC1_5.0,0.00022687020828016102,2.4403947491666664,424.69318152666665
HPVADSHT_1.0,0.00021488856873475015,0.726644337,25822.4629
CDSOCIAL_3.0,0.00021309468138497323,1.7299878,22878.375
_BMI5CAT_1.0,0.00021299696527421474,4.68946457,57.0123596
IMFVPLAC_7.0,0.00020636609406210482,1.7185752401999999,12912.632765999999
CNCRTYP1_10.0,0.0001982011744985357,1.1556937493333332,16905.924133333334
CNCRTYP1_17.0,0.00019773667736444622,1.7017990136666665,20991.237633333334
CSRVDOC1_10.0,0.00018904382886830717,3.60858166,7402.0459
CDDISCUS,0.00018692358571570367,2.8259730933333334,12403.90222089
PCPSADE1_4.0,0.00017969276814255863,1.911269665,27778.28905
CDASSIST_4.0,0.0001773276599124074,1.8451386099999998,19893.54295
CSRVTRT2_3.0,0.0001765392516972497,2.8210802365,28606.309549999998
CNCRTYP1_3.0,0.0001578886731294915,1.4688744855,16758.776400000002
CNCRTYP1_25.0,0.0001350689126411453,0.8376519190000001,25591.8392
USEMRJN2_5.0,0.0001339282316621393,1.3159525685,20912.89695
IMFVPLAC_10.0,0.0001284904865315184,1.5862215636,11423.150088
CSRVTRT2_4.0,0.00012474341201595962,2.206854680333333,8465.990563333333
CSRVDOC1_4.0,0.00012458827404771,1.0732432003333334,28873.0827
CDHOUSE_2.0,0.00012130496179452166,1.3931907725,27653.44535
CSRVCTL1_2.0,0.0001173322307295166,1.00631189,29169.4434
CNCRTYP1_2.0,0.00011057089432142675,1.28361523,21772.5625
CNCRTYP1_8.0,0.00010450145782670006,1.13371873,20171.4238
CDHOUSE_4.0,0.00010288384510204196,1.42779243,18981.416
CDSOCIAL_1.0,9.563571074977517e-05,2.5912416,28834.5293
USEMRJN2_3.0,8.712358248885721e-05,2.777384123333333,16955.158833333335
CSRVDOC1_3.0,7.652837666682899e-05,1.97811353,22871.6445
CNCRTYP1_4.0,7.460270717274398e-05,1.97654808,23775.3906
CNCRTYP1_16.0,7.396278670057654e-05,0.8663396520000001,27944.095699999998
CNCRTYP1_27.0,7.10799649823457e-05,1.833640875,29924.6621
CSRVDOC1_7.0,6.794775981688872e-05,2.33752942,29853.1133
SUNPRTCT_8.0,6.750776810804382e-05,0.908697784,21002.9082
CNCRTYP1_26.0,6.26194232609123e-05,1.1548059,29050.8398
CSRVTRT2_2.0,6.018887143000029e-05,1.55196786,3.7598544350000003
PCPSADE1_1.0,5.1732826250372455e-05,1.97217524,15019.9551
PCPSADE1_2.0,5.1266775699332356e-05,5.9694376,663.035095
CNCRTYP1_18.0,4.595200516632758e-05,0.855706662,21668.39505
CDASSIST_3.0,3.931965693482198e-05,2.89647198,3719.14697
CDHELP_5.0,3.3149815862998366e-05,1.39195585,28130.2969
CSRVDOC1_8.0,2.9559525501099415e-05,0.914622664,27179.1426
CDSOCIAL_5.0,2.827703792718239e-05,0.119470596,4.60338736
CSRVCTL1_3.0,2.3876153136370704e-05,0.252873927,19415.5684
CNCRTYP1_15.0,2.2157817511470057e-05,0.513772726,24895.9883
CSRVCTL1_4.0,0.0,0.0,0.0
CDHELP_1.0,0.0,0.0,0.0
CDHELP_2.0,0.0,0.0,0.0
CDHELP_3.0,0.0,0.0,0.0
_SMOKER3_3.0,0.0,0.0,0.0
CDASSIST_2.0,0.0,0.0,0.0
_SMOKER3_2.0,0.0,0.0,0.0
_SMOKER3_1.0,0.0,0.0,0.0
CDHELP_4.0,0.0,0.0,0.0
IYEAR_b'2019',0.0,0.0,0.0
CNCRTYP1_14.0,0.0,0.0,0.0
CDASSIST_1.0,0.0,0.0,0.0
CDHOUSE_1.0,0.0,0.0,0.0
CSRVCTL1_1.0,0.0,0.0,0.0
CSRVDOC1_6.0,0.0,0.0,0.0
HAVARTH3,0.0,0.0,0.0
CNCRTYP1_9.0,0.0,0.0,0.0
CNCRTYP1_7.0,0.0,0.0,0.0
CNCRTYP1_6.0,0.0,0.0,0.0
CNCRTYP1_5.0,0.0,0.0,0.0
CNCRTYP1_29.0,0.0,0.0,0.0
CNCRTYP1_28.0,0.0,0.0,0.0
CNCRTYP1_23.0,0.0,0.0,0.0
CNCRTYP1_20.0,0.0,0.0,0.0
CNCRTYP1_13.0,0.0,0.0,0.0
CNCRTYP1_12.0,0.0,0.0,0.0
CNCRTYP1_11.0,0.0,0.0,0.0
HPVADVC2_3.0,0.0,0.0,0.0
CDSOCIAL_2.0,0.0,0.0,0.0
