variable,mean(|SHAP|),gain,cover
INCOME2_6.0,0.017078645527362823,3.4793084785633837,670.7500685037319
SEATBELT_2.0,0.017037974670529366,3.3718446412533347,2282.9015944364005
LASTSIG3_5.0,0.016822226345539093,3.3516899290288467,1162.6884331471153
_RACE_4.0,0.016706272959709167,5.788590868093024,4983.152902658139
RMVTETH4_3.0,0.016661999747157097,3.5960556490065345,318.5301192868626
MSCODE_1.0,0.016088305041193962,3.1358867504696986,1082.427739333939
LASTPAP2_3.0,0.01608281023800373,3.550820289121212,2920.7224380256057
INCOME2_5.0,0.016064375638961792,3.2969270639931496,1091.369752606096
_AGEG5YR_4.0,0.015999745577573776,3.6722974719318184,3430.045720888182
HLTHPLN1,0.015896331518888474,3.8899100681681413,1981.4147935213273
LASTPAP2_5.0,0.015883786603808403,3.125356534013847,831.5486338264618
RMVTETH4_2.0,0.01579420641064644,2.8943657762872337,173.42924257436172
LCSLAST,0.015700118616223335,3.0236257885313305,5269.274245053513
IMONTH_b'02',0.015686767175793648,3.7127237812879987,756.1286602141597
_AGEG5YR_7.0,0.015482231043279171,3.961514892892475,1420.4506445496775
IMONTH_b'11',0.014943363144993782,3.4229936004489803,1673.840967815408
LASTPAP2_2.0,0.014931708574295044,3.4058384175164838,1460.3106444503298
IMONTH_b'08',0.014888844452798367,3.5549163847310927,1571.8057271284874
_ASTHMS1_3.0,0.0148550970479846,3.389358327712418,444.2044816258822
IMONTH_b'03',0.014810231514275074,3.4497652046413236,1233.8626948274382
COPDCOGH,0.014657491818070412,2.8573776202977617,760.8408934145526
INCOME2_3.0,0.01465126033872366,3.459248027791665,965.8528041725
IMONTH_b'12',0.014538896270096302,3.5653158925849087,1058.6583978526412
HOWLONG_2.0,0.014500117860734463,3.36777729665,1403.3840660557494
IMONTH_b'05',0.014417565427720547,3.376416491425196,1105.0869868426767
IMONTH_b'06',0.014339612796902657,3.336708278778691,719.1033334790164
LSTBLDS3_5.0,0.014236288145184517,3.5722246788053105,1378.2157340114163
IMONTH_b'10',0.013922590762376785,3.3306510457499994,698.4853453942648
IMFVPLAC_8.0,0.013880717568099499,3.682978592454545,4416.413269804546
LASTSMK2_5.0,0.013823464512825012,4.283478154953489,2897.38322099279
INCOME2_4.0,0.013554401695728302,3.6866474649646035,839.7028654295574
IMONTH_b'09',0.01337345875799656,3.637957856486239,887.8638861655045
IMONTH_b'07',0.013370816595852375,3.5016061789716977,1003.1096742254713
SMOKE100,0.013316713273525238,3.1817607027478183,270.4749489004587
IMONTH_b'01',0.013045012019574642,3.6617679192337658,1117.186066370909
MSCODE_3.0,0.013025078922510147,3.4629769879966106,1679.4877639729007
EMPLOY1_5.0,0.012858065776526928,4.4795588922368434,1034.7148200822367
IMONTH_b'04',0.012721780687570572,3.778255701467291,431.98159473981303
MEDBILL1,0.012687710113823414,3.5789538877260267,1471.860293793151
LASTSIG3_3.0,0.012452526949346066,3.4807490008347832,775.4679778131303
_AGEG5YR_6.0,0.012393349781632423,3.3265740485207784,1286.1015433559744
_FOBTFS,0.012387344613671303,2.857014363738636,797.0425053502272
PCPSARS1_1.0,0.012283631600439548,3.289678483308411,602.2464073105609
LASTSIG3_4.0,0.01221549790352583,3.209057379937208,270.7010110731007
LASTSIG3_2.0,0.012191548012197018,3.232849643173915,946.4643904706955
IDAY_b'08',0.012010700069367886,3.9204663353623173,1663.9197264246382
_STATE_8.0,0.01180511899292469,3.2612754652777785,5610.499811472223
_RFDRHV6,0.011693882755935192,3.978182311850001,664.0494146341666
COPDFLEM,0.011685679666697979,3.339334194411112,1301.1392556857775
IYEAR_b'2018',0.011181281879544258,2.89862864725,3451.021313103655
MEDICARE,0.010974285192787647,3.605948343862501,785.3879244898751
IDAY_b'15',0.010709725320339203,3.9986358739130434,2625.7382486449274
MSCODE_2.0,0.010673598386347294,3.416792941446428,1106.034138204553
_STATE_27.0,0.01043129526078701,3.742644269415587,2069.134734682207
SMOKDAY2_2.0,0.010358118452131748,3.6012016653749996,2611.8303325365
EMPLOY1_6.0,0.010321076028048992,3.310897245307692,5310.161246878461
LCSFIRST,0.010245281271636486,3.117149003332968,4872.644794608131
IDAY_b'07',0.010114822536706924,3.7145960774500013,1712.8524482987498
_STATE_24.0,0.010007688775658607,2.6956261962500006,2692.359008696154
MARITAL_6.0,0.00990001205354929,4.464094462428572,3788.1480521988565
_STATE_49.0,0.009825876913964748,3.817515554134615,2751.7207458961543
USENOW3_3.0,0.009802346117794514,3.590239256083333,1965.0905224925
HLTHCVR1_3.0,0.00977685023099184,3.2190962198837223,2097.235680181162
HPLSTTST_1.0,0.009707950055599213,3.9327028185909105,1738.4989468172728
HLTHCVR1_1.0,0.009703176096081734,3.919033571272728,2029.5141045075
LSTBLDS3_1.0,0.00960740726441145,3.3085771747356336,742.5083753988505
IDAY_b'10',0.00935846846550703,3.8309987968028176,1656.1500297559155
IDAY_b'12',0.009355313144624233,3.6162435403965527,2966.100136801725
IDAY_b'05',0.009333066642284393,3.949840145187499,1486.3576706341253
IDAY_b'09',0.009311062283813953,3.2810116948870953,2210.6635980451606
IDAY_b'14',0.009288676083087921,3.4530113654285706,2364.5578783232145
EDUCA_3.0,0.009198297746479511,3.30509459653846,1026.537703591868
_STATE_39.0,0.009171959012746811,3.295149991913792,2593.4422981365515
INCOME2_2.0,0.009067797102034092,3.4171480257037037,1124.0905041217286
LCSNUMCG,0.009063190780580044,2.975399759273583,4302.826843366478
IDAY_b'23',0.009046736173331738,4.015561133607143,2059.0355800607135
CNCRAGE,0.008996522054076195,2.7032878722823526,7699.917810261177
_STATE_48.0,0.008990990929305553,3.673701429400001,3765.2830168068585
_STATE_21.0,0.008912044577300549,4.049496425888889,4168.28338488889
HPVADVC2_2.0,0.00890702847391367,3.273654903548388,3402.799427407419
IDAY_b'26',0.008780823089182377,3.797786064338983,2977.317933557627
IDAY_b'22',0.008739021606743336,4.181444913548386,1765.464451185485
IDAY_b'21',0.008608570322394371,3.628325338645834,2629.4785898187506
_STATE_12.0,0.008598202839493752,3.5774186335873024,1662.3462586647618
IDAY_b'03',0.008585340343415737,3.8302661445932196,2218.1233802711863
_STATE_53.0,0.008578632958233356,4.169274122704544,2402.9142586840903
_STATE_31.0,0.008562137372791767,3.8392943356250004,2311.997487423542
HOWLONG_5.0,0.008546614088118076,3.64067456420339,1658.0225917315256
SMOKDAY2_1.0,0.008543023839592934,3.455016158511375,816.658771386125
_STATE_35.0,0.008518842980265617,2.8302440219157896,8236.929541003685
IDAY_b'11',0.008505511097609997,3.806540409276924,1195.7974313458462
NUMBURN3,0.008488931693136692,3.0320340760144933,4796.560704831447
_ASTHMS1_2.0,0.00847013108432293,4.112262779711866,1716.8640028167804
SHINGLE2,0.008460132405161858,3.7008801945102037,2024.9324833601022
_STATE_23.0,0.008410688489675522,4.1217206505714294,1579.812737228571
IDAY_b'17',0.008377842605113983,4.04249762775862,2055.346197360345
_STATE_4.0,0.008365113288164139,4.3795643724146345,3887.0725496585364
STATERE,0.008221384137868881,4.13441423892683,3473.901711160975
LASTPAP2_4.0,0.008221302181482315,3.6622021767941173,2094.668757540441
_AGEG5YR_5.0,0.008092916570603848,3.3189618195652186,1977.7796820126086
HOWLONG_3.0,0.008089406415820122,3.402441516260869,1939.569205431739
IDAY_b'06',0.007993063889443874,3.777257035701492,1354.8574089014928
IDAY_b'04',0.007979136891663074,3.929999371710148,1675.3627559014494
IDAY_b'20',0.00795543659478426,3.951143638800001,1859.062728935999
RENTHOM1_3.0,0.007953849621117115,3.4485006349112894,1103.0902071464518
_STATE_45.0,0.00793138425797224,3.571882330787233,3060.7105532206388
_STATE_55.0,0.007908840663731098,3.6015214880555555,8038.5796441444445
IDAY_b'16',0.007772126235067844,3.9798710469846172,1752.7106867070768
IDAY_b'19',0.0077439481392502785,3.4839687423076917,1614.6558383061542
CARERCVD_1.0,0.0076790861785411835,3.280707682296296,537.1995782916667
_STATE_19.0,0.007640255149453878,3.2650618670769216,4513.66752770513
_RACE_3.0,0.007595316506922245,4.89472062388,7853.9999957268
LCSCTSCN_2.0,0.007412077393382788,3.715501346753244,562.4607439277921
_STATE_15.0,0.007402887102216482,3.671816276708333,6135.8115889858345
RCSRLTN2_1.0,0.007380826398730278,3.582463891078946,508.8771142068422
PCPSARS1_2.0,0.007377055939286947,4.011011854826087,6363.56045403913
IDAY_b'18',0.007370304316282272,3.5422002476119396,1266.4714116343282
CIMEMLOS,0.007319851778447628,3.4247108537560975,3486.507313960976
IDAY_b'24',0.007255985401570797,3.996798846411765,3180.6079206647055
SEATBELT_3.0,0.007213511038571596,4.112527867971427,2723.2685387600004
IDAY_b'29',0.007208362687379122,3.8143856241851863,2893.351600855556
ECIGNOW_2.0,0.007133094593882561,3.0668027405625002,8791.42236761875
IDAY_b'02',0.007103989832103252,3.681059583623189,670.5518960971015
ECIGNOW_3.0,0.007103248964995146,3.409565081382352,340.54027530926464
EDUCA_2.0,0.007041004952043295,4.176722677147541,1207.7896646486886
PSATIME_3.0,0.00696595711633563,2.5302655137058827,11019.0829864
IDAY_b'13',0.006932311225682497,3.5655239909090906,1753.6365121727272
_STATE_6.0,0.006904139649122953,3.8640471068793123,2485.5731106258627
TETANUS1_4.0,0.006862116977572441,4.251340533875,3865.1684812078124
_STATE_9.0,0.006764302495867014,3.7617942457551026,2088.620072841633
IMFVPLAC_3.0,0.006746854167431593,3.4484664943500003,1167.771557684333
_STATE_20.0,0.006739900913089514,3.871695402535715,2320.8255388696425
LASTSMK2_6.0,0.0067328792065382,5.141142610465115,1535.0909533737215
_STATE_51.0,0.006700923666357994,3.5799743223157896,2615.6877747315793
IDAY_b'27',0.006616777274757624,3.781468665,1671.095275722222
IDAY_b'25',0.006614472717046738,3.0003023855769246,1330.539471403846
_STATE_50.0,0.006588522344827652,3.6958261671785704,4489.832728621429
_STATE_18.0,0.00655954098328948,3.5059249044117644,5130.172127464412
INCOME2_1.0,0.006544623989611864,3.9506638761641795,1016.0842113022387
_STATE_13.0,0.006543547380715609,4.287889857500001,2392.846619997188
LASTSIG3_6.0,0.006518111564218998,3.7573867188499994,650.8552724896667
IDAY_b'01',0.00648183049634099,3.7563775310156253,1383.9416160046878
IDAY_b'28',0.006463308818638325,3.8441728930208328,2866.520036852084
LASTSMK2_1.0,0.006416983436793089,3.617160397142857,14079.856758
HPLSTTST_5.0,0.006373596843332052,3.6309291052325587,1925.358697387442
PSATIME_2.0,0.006301389541476965,3.2896140639245277,2340.49033659132
LSTBLDS3_2.0,0.00629100576043129,3.4512849546199993,2290.9098797319994
CARERCVD_2.0,0.0062414794228971004,2.9870077143543483,1819.7392625439127
HPLSTTST_2.0,0.006088458467274904,3.7359966496857138,3112.7306664114285
HOWLONG_4.0,0.006024399306625128,3.959047196157896,3346.9383668742116
RCSRLTN2_2.0,0.006011898163706064,4.119669675000002,5508.965766591903
_STATE_56.0,0.006011885590851307,2.5375269768076922,6476.323132200001
MARITAL_4.0,0.005803754553198814,3.892444375911766,2935.07834482353
LSTBLDS3_4.0,0.005793794058263302,3.5300105921960796,2399.754583566666
_STATE_26.0,0.005658215377479792,3.2476085800526318,1840.9071001289478
PSATIME_5.0,0.005650571547448635,3.743104501234041,3438.8141239702136
NOCOV121,0.005533524323254824,3.5706180589642864,3818.1222497803574
USENOW3_1.0,0.005465795285999775,3.479012865360001,4922.525492212
_STATE_38.0,0.005443759728223085,3.990775091153846,2893.637419223077
IMFVPLAC_6.0,0.005420744884759188,3.2649917664545454,3159.816409912726
LCSCTSCN_3.0,0.005398308392614126,3.7327433903250005,2635.2780664384995
_STATE_46.0,0.005393283907324076,3.6796227617241373,2833.93168799862
IDAY_b'30',0.005347187630832195,3.1825191567179485,2673.703957189743
PROFEXAM,0.005111941136419773,3.789867334048781,4876.757667233171
PCPSARS1_5.0,0.005081796552985907,3.5432102150810802,3148.055522751353
EMPLOY1_4.0,0.005032453685998917,3.472658600848485,2726.393240870909
_STATE_1.0,0.005021181423217058,4.516464830678571,4201.332572482143
DELAYME1_8.0,0.004981489386409521,3.2885713487837838,187.62761762702704
_RACE_7.0,0.004974536597728729,3.979625819999999,3044.130115833334
LSTBLDS3_3.0,0.004873570520430803,3.564071566886365,2719.6978805090907
SEATBELT_5.0,0.0046641225926578045,4.575795950951218,2368.272709873171
_STATE_72.0,0.004637823905795813,4.517469223458335,4714.766632524999
_STATE_17.0,0.0045620533637702465,3.5945439245384603,2258.8377500897427
LASTSMK2_4.0,0.004536688327789307,3.050286118555556,8839.402509090556
_STATE_30.0,0.004533909261226654,3.490607323583333,5832.783207429166
TETANUS1_1.0,0.004452739842236042,3.2952363451111117,2242.3124333385194
CASTHNO2,0.0044362833723425865,4.5866989790416675,9567.379556445832
_RACE_6.0,0.004422510042786598,3.1954744320625004,8067.980089562499
_STATE_5.0,0.004319081082940102,3.5905681704571433,2773.4886078828563
TETANUS1_3.0,0.004276113118976355,3.4864399925000003,1742.5736848926472
EMPLOY1_3.0,0.004186372738331556,3.71044532263889,2689.1187463750002
USEMRJN2_1.0,0.0041726441122591496,4.0615050565,6908.853632425
_STATE_11.0,0.004041582345962524,3.516932093260869,6970.733434243478
_STATE_32.0,0.004014069214463234,3.0910657437777775,7350.639778849999
USENOW3_2.0,0.0038353733252733946,3.4567586749999992,3810.404213318181
_STATE_40.0,0.003819567384198308,3.0460936950909088,2699.288872987879
SLEPDAY1,0.0037847652565687895,1.7780820315555554,15153.26948547111
_STATE_25.0,0.0037718238309025764,3.340614132499999,2710.01530704375
_CRACE1_2.0,0.0037295569200068712,3.7817393686363645,4217.439827908636
PSATIME_4.0,0.0037241210229694843,4.085231853925926,2945.740281811112
_STATE_42.0,0.003687672782689333,3.795245951481481,3381.485167674074
_STATE_44.0,0.0036835249047726393,3.308328569545455,3738.0576374181824
_STATE_33.0,0.003651718143373728,3.3875778596153863,3077.3963584153853
HPLSTTST_4.0,0.003615314606577158,3.4447413381000005,4416.826992724999
LENGEXAM_1.0,0.0035950953606516123,3.6047531874782606,3982.240055802608
_STATE_29.0,0.003565747058019042,3.7500571129583338,3361.0256230545833
PCPSARS1_4.0,0.0035389254335314035,3.13639914773913,7123.985807431739
PCPSARS1_3.0,0.003499649465084076,3.4658774943043476,4106.489487843479
INDORTAN,0.0034533862490206957,3.406999472666667,12813.304199959997
HPLSTTST_3.0,0.003453047713264823,3.2316268731904763,3172.3065263
ADSLEEP,0.0034255273640155792,2.402749392114286,8949.989824815717
SO_3.0,0.003419257467612624,4.348660268538461,5205.703137496153
_STATE_37.0,0.003359741298481822,3.581633809870968,3478.752400009678
_STATE_10.0,0.003326026489958167,3.8605014488235296,3130.9285653100005
_BMI5CAT_2.0,0.003316572168841958,2.620612236863636,45.57939426818182
HLTHCVR1_2.0,0.0033148210495710373,2.685212950235294,5222.36256328706
IDAY_b'31',0.003275160677731037,3.8513478319999996,3150.4621916866663
_STATE_41.0,0.0031541825737804174,3.6138582671600004,4673.098254708
SLEPSNO2,0.0031376266852021217,3.0881009672,13050.776764384
_STATE_2.0,0.003137519583106041,3.9802193917222235,7033.695959050001
SUNPRTCT_1.0,0.0029108854942023754,3.0087998417500006,7165.896942678333
_STATE_22.0,0.002876593265682459,3.267193583809524,4264.7717413438095
CSRVDOC1_2.0,0.0028557186014950275,1.9696739529090912,11700.609342293637
_STATE_28.0,0.0028535444289445877,3.443372391624999,3852.3847022
IMFVPLAC_9.0,0.0027713533490896225,3.553680515583333,3748.841117483333
LASTSMK2_3.0,0.002758060349151492,2.6390887095999997,14748.8416712
DELAYME1_2.0,0.0027040268760174513,2.8757324566666664,10858.064898119166
CSRVSUM,0.0026690408121794462,2.8281673906666667,6083.582834456667
IMFVPLAC_11.0,0.0026346021331846714,1.5144813223749998,16781.69818125
PVTRESD,0.002612077398225665,1.7273394210000004,18209.773694
CHECKUP1_8.0,0.002588060451671481,1.748776122375,14071.847577375
RCSRLTN2_5.0,0.002553338650614023,3.0822695143999996,9747.2445263
HLTHCVR1_4.0,0.0025107001420110464,4.091903743888889,4580.031877668889
CELLFON5,0.002451549284160137,3.070583922958333,35.624288807499994
SO_4.0,0.00240113097243011,3.8108898187222215,5746.909256666666
LASTDEN4_8.0,0.002397961216047406,3.5534731413500005,6644.37722165
SO_1.0,0.002386106876656413,2.9524869874999995,8596.143305357144
CARERCVD_3.0,0.0023448430001735687,4.128509406499999,9486.654890737002
ECIGNOW_1.0,0.0023187913466244936,3.8447125145384615,6131.220259846154
SEATBELT_4.0,0.00227671698667109,3.6483787866086965,2562.8982794860876
IMFVPLAC_2.0,0.002228542696684599,4.678410298750001,3097.05318898125
WKDAYOUT_5.0,0.002138249110430479,3.0843235929999993,16424.6143407875
_RACE_5.0,0.0021366646979004145,2.718422518,9256.835516784999
_STATE_16.0,0.002119270386174321,3.6633913332380947,4206.330898985714
CSRVRTRN,0.002107270760461688,3.2626585454357135,9512.459154423574
WKDAYOUT_7.0,0.0020485385321080685,2.2865816275714286,14280.34104285714
DELAYME1_5.0,0.002012611133977771,3.335679989307692,6694.270879700769
_CRACE1_3.0,0.002011769451200962,4.35566599625,10032.92097126875
WKENDOUT_1.0,0.0020016110502183437,4.376430295555555,3598.4780131666657
SUNPRTCT_3.0,0.00200007320381701,2.5297071544444445,8153.012038788887
SUNPRTCT_5.0,0.0019362298771739006,3.0022192000000003,6774.68384327
RSNMRJN1_2.0,0.0019093313021585345,2.6516749267142856,13876.811758857142
WKDAYOUT_3.0,0.0018650825368240476,3.4477981423076924,5087.956343702308
_CRACE1_7.0,0.0017597849946469069,4.369174823666666,4131.3312715249995
_STATE_66.0,0.0017388910055160522,6.919196100000001,11368.83350994
_CRACE1_6.0,0.0016387635841965675,2.3045353514999998,13759.578270000002
LASTSMK2_2.0,0.0016283869044855237,3.41505902275,8633.9651725
DELAYME1_6.0,0.0016087193507701159,4.140206445363637,3313.313022147272
HLTHCVR1_7.0,0.0016069828998297453,3.737218412857143,9733.277454971429
